movieId,title,genres,imdb_id,tmdb_id,ratings_count,zero_to_one_ratings_count,one_to_two_ratings_count,two_to_three_ratings_count,three_to_four_ratings_count,four_to_five_ratings_count,average_rating,tags,earliest_rating,latest_rating,earliest_tag,latest_tag
3629,"Gold Rush, The (1925)",Adventure|Comedy|Romance,15864,962,7,0,0,1,3,3,4.07,mining,10/6/2000,30/06/2017,23/01/2006,23/01/2006
3632,Monsieur Verdoux (1947),Comedy|Crime,39631,30588,5,0,0,1,3,1,4,no tag,9/8/2000,15/11/2015,1/1/1970,1/1/1970
3633,On Her Majesty's Secret Service (1969),Action|Adventure|Romance|Thriller,64757,668,17,0,3,5,7,2,3.26,no tag,9/7/2000,8/8/2017,1/1/1970,1/1/1970
3634,Seven Days in May (1964),Thriller,58576,23518,1,0,0,0,1,0,4,no tag,24/11/2000,24/11/2000,1/1/1970,1/1/1970
3635,"Spy Who Loved Me, The (1977)",Action|Adventure|Thriller,76752,691,18,1,1,5,9,2,3.44,no tag,20/06/2000,14/05/2017,1/1/1970,1/1/1970
3637,Vagabond (Sans toit ni loi) (1985),Drama,89960,44018,1,0,0,0,0,1,5,no tag,9/7/2000,9/7/2000,1/1/1970,1/1/1970
3638,Moonraker (1979),Action|Adventure|Sci-Fi|Thriller,79574,698,26,2,4,8,9,3,3.13,no tag,19/06/2000,5/1/2018,1/1/1970,1/1/1970
3639,"Man with the Golden Gun, The (1974)",Action|Adventure|Thriller,71807,682,18,0,1,6,8,3,3.58,no tag,20/06/2000,14/05/2017,1/1/1970,1/1/1970
3640,"King in New York, A (1957)",Comedy|Drama,50598,28973,1,0,0,0,1,0,4,no tag,15/02/2007,15/02/2007,1/1/1970,1/1/1970
3641,"Woman of Paris, A (1923)",Drama,14624,28974,2,0,0,0,1,1,4,no tag,25/08/2004,15/02/2007,1/1/1970,1/1/1970
3643,"Fighting Seabees, The (1944)",Action|Drama|War,36824,22994,2,0,0,1,1,0,3.5,no tag,24/09/2000,11/10/2000,1/1/1970,1/1/1970
3646,Big Momma's House (2000),Comedy,208003,9600,17,4,5,6,2,0,2.18,no tag,7/8/2000,16/01/2018,1/1/1970,1/1/1970
3648,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)",Horror|Sci-Fi,50095,38006,1,0,0,0,1,0,4,no tag,22/06/2012,22/06/2012,1/1/1970,1/1/1970
3649,American Gigolo (1980),Drama,80365,2768,8,1,2,3,2,0,2.69,no tag,1/6/2000,21/07/2012,1/1/1970,1/1/1970
3652,"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella citt? dei morti viventi) (1980)",Horror,81318,24920,1,0,0,1,0,0,3,no tag,27/10/2010,27/10/2010,1/1/1970,1/1/1970
3653,"Endless Summer, The (1966)",Documentary,60371,21,3,0,0,1,0,2,4.17,no tag,25/09/2006,5/2/2011,1/1/1970,1/1/1970
3654,"Guns of Navarone, The (1961)",Action|Adventure|Drama|War,54953,10911,13,0,0,4,8,1,3.77,no tag,1/6/2000,27/06/2017,1/1/1970,1/1/1970
3655,Blow-Out (La grande bouffe) (1973),Drama,70130,10102,2,0,0,0,1,1,4.25,no tag,9/7/2000,13/02/2007,1/1/1970,1/1/1970
3658,Quatermass and the Pit (1967),Horror|Sci-Fi,62168,26912,1,0,0,1,0,0,3,no tag,7/8/2000,7/8/2000,1/1/1970,1/1/1970
3660,Puppet Master (1989),Horror|Sci-Fi|Thriller,98143,26953,2,1,0,1,0,0,2,no tag,21/08/2000,7/1/2001,1/1/1970,1/1/1970
3661,Puppet Master II (1991),Horror|Sci-Fi|Thriller,100438,26954,1,0,0,1,0,0,3,no tag,7/1/2001,7/1/2001,1/1/1970,1/1/1970
3662,Puppet Master III: Toulon's Revenge (1991),Horror|Sci-Fi|Thriller,102728,26956,2,0,0,2,0,0,3,no tag,8/8/2000,7/1/2001,1/1/1970,1/1/1970
3663,Puppet Master 4 (1993),Horror|Sci-Fi|Thriller,107899,26957,1,0,1,0,0,0,2,no tag,7/1/2001,7/1/2001,1/1/1970,1/1/1970
3664,Puppet Master 5: The Final Chapter (1994),Horror|Sci-Fi|Thriller,110916,26958,1,0,1,0,0,0,2,no tag,7/1/2001,7/1/2001,1/1/1970,1/1/1970
3667,Rent-A-Cop (1988),Action|Comedy|Crime,95977,80287,1,1,0,0,0,0,1,no tag,18/08/2000,18/08/2000,1/1/1970,1/1/1970
3668,Romeo and Juliet (1968),Drama|Romance,63518,6003,15,0,0,5,7,3,3.67,no tag,17/10/2000,27/06/2017,1/1/1970,1/1/1970
3669,Stay Tuned (1992),Comedy,105466,23939,1,0,0,1,0,0,2.5,no tag,26/06/2017,26/06/2017,1/1/1970,1/1/1970
3671,Blazing Saddles (1974),Comedy|Western,71230,11072,62,1,3,8,27,23,3.94,dark humor|easygoing|silly,1/6/2000,11/8/2018,2/5/2018,2/5/2018
3672,Benji (1974),Adventure|Children,71206,23069,5,0,1,1,1,2,3.8,no tag,21/06/2000,28/09/2002,1/1/1970,1/1/1970
3673,Benji the Hunted (1987),Adventure|Children,92638,21299,2,0,0,0,1,1,4.5,no tag,6/1/2001,28/09/2002,1/1/1970,1/1/1970
3674,For the Love of Benji (1977),Adventure|Children|Comedy|Drama,76044,38802,1,0,0,0,1,0,4,no tag,28/09/2002,28/09/2002,1/1/1970,1/1/1970
3675,White Christmas (1954),Comedy|Musical|Romance,47673,13368,8,0,0,0,5,3,4.19,Christmas,22/06/2000,24/02/2017,14/01/2006,14/01/2006
3676,Eraserhead (1977),Drama|Horror,74486,985,10,0,0,3,5,2,3.75,In Netflix queue|art house|Atmospheric|creepy|cryptic|dark|disturbing|dreamlike|enigmatic|fucked up|gruesome|hallucinatory|Insane|paranoid|strange|surreal|weird,6/12/2000,13/09/2018,14/01/2006,2/5/2018
3677,Baraka (1992),Documentary,103767,14002,4,0,0,1,1,2,4.12,no tag,14/05/2007,4/11/2015,1/1/1970,1/1/1970
3678,"Man with the Golden Arm, The (1955)",Drama,48347,541,1,0,0,0,0,1,5,no tag,6/1/2001,6/1/2001,1/1/1970,1/1/1970
3679,"Decline of Western Civilization, The (1981)",Documentary|Musical,82252,21137,2,0,0,0,2,0,3.75,no tag,27/01/2008,7/3/2008,1/1/1970,1/1/1970
3680,"Decline of Western Civilization Part II: The Metal Years, The (1988)",Documentary,94980,36724,1,0,0,1,0,0,3,no tag,29/05/2006,29/05/2006,1/1/1970,1/1/1970
3681,For a Few Dollars More (Per qualche dollaro in pi?) (1965),Action|Drama|Thriller|Western,59578,938,33,0,0,3,17,13,4.15,no tag,1/6/2000,26/06/2017,1/1/1970,1/1/1970
3682,Magnum Force (1973),Action|Crime|Drama|Thriller,70355,10648,5,0,1,1,1,2,3.7,no tag,1/6/2000,22/05/2017,1/1/1970,1/1/1970
3683,Blood Simple (1984),Crime|Drama|Film-Noir,86979,11368,19,0,0,5,6,8,4,Coen Brothers,3/8/2000,27/06/2017,17/01/2006,17/01/2006
3684,"Fabulous Baker Boys, The (1989)",Drama|Romance,97322,10875,7,0,0,6,1,0,3.07,no tag,9/6/2000,21/02/2018,1/1/1970,1/1/1970
3685,Prizzi's Honor (1985),Comedy|Drama|Romance,89841,2075,9,0,0,4,3,2,3.78,no tag,1/6/2000,13/02/2007,1/1/1970,1/1/1970
3686,Flatliners (1990),Horror|Sci-Fi|Thriller,99582,1551,15,0,3,8,4,0,2.93,no tag,1/6/2000,20/02/2018,1/1/1970,1/1/1970
3687,Light Years (Gandahar) (1988),Adventure|Animation|Fantasy|Sci-Fi,95525,22500,1,0,0,0,0,1,5,no tag,22/11/2015,22/11/2015,1/1/1970,1/1/1970
3688,Porky's (1982),Comedy,84522,10246,11,3,5,1,1,1,2.14,no tag,21/06/2000,12/8/2018,1/1/1970,1/1/1970
3689,Porky's II: The Next Day (1983),Comedy,86129,19698,4,2,1,1,0,0,1.75,no tag,18/08/2000,27/11/2006,1/1/1970,1/1/1970
3690,Porky's Revenge (1985),Comedy,89826,23919,5,2,1,2,0,0,2,no tag,18/08/2000,27/11/2006,1/1/1970,1/1/1970
3691,Private School (1983),Comedy,86143,18835,1,0,0,1,0,0,3,no tag,6/1/2001,6/1/2001,1/1/1970,1/1/1970
3692,Class of Nuke 'Em High (1986),Comedy|Horror,90849,26554,1,0,0,1,0,0,3,no tag,8/8/2000,8/8/2000,1/1/1970,1/1/1970
3693,"Toxic Avenger, The (1985)",Comedy|Horror,90190,15239,8,2,3,2,1,0,2.12,no tag,21/06/2000,26/06/2017,1/1/1970,1/1/1970
3694,"Toxic Avenger, Part II, The (1989)",Comedy|Horror,98503,28165,2,1,0,1,0,0,2,no tag,6/1/2001,27/07/2001,1/1/1970,1/1/1970
3695,"Toxic Avenger Part III: The Last Temptation of Toxie, The (1989)",Comedy|Horror,98502,28169,2,1,0,1,0,0,2,no tag,6/1/2001,27/07/2001,1/1/1970,1/1/1970
3696,Night of the Creeps (1986),Comedy|Horror|Sci-Fi|Thriller,91630,15762,3,0,1,0,2,0,3.17,no tag,21/08/2000,28/05/2017,1/1/1970,1/1/1970
3697,Predator 2 (1990),Action|Sci-Fi|Thriller,100403,169,21,2,4,8,5,2,2.9,no tag,20/06/2000,27/06/2017,1/1/1970,1/1/1970
3698,"Running Man, The (1987)",Action|Sci-Fi,93894,865,34,0,7,13,9,5,3.22,no tag,1/6/2000,27/06/2017,1/1/1970,1/1/1970
3699,Starman (1984),Adventure|Drama|Romance|Sci-Fi,88172,9663,13,1,1,5,6,0,3.15,no tag,1/6/2000,19/11/2016,1/1/1970,1/1/1970
3700,"Brother from Another Planet, The (1984)",Drama|Sci-Fi,87004,26889,1,0,0,1,0,0,2.5,no tag,20/02/2018,20/02/2018,1/1/1970,1/1/1970
3701,Alien Nation (1988),Crime|Drama|Sci-Fi|Thriller,94631,10128,13,1,2,6,2,2,3.12,no tag,1/6/2000,27/06/2017,1/1/1970,1/1/1970
3702,Mad Max (1979),Action|Adventure|Sci-Fi,79501,9659,38,0,5,9,18,6,3.49,no tag,1/6/2000,26/06/2017,1/1/1970,1/1/1970
3703,"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi|Thriller,82694,8810,40,0,1,9,14,16,4.04,no tag,31/05/2000,10/8/2018,1/1/1970,1/1/1970
3704,Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi,89530,9355,24,0,5,7,10,2,3.27,no tag,1/6/2000,11/8/2018,1/1/1970,1/1/1970
3705,Bird on a Wire (1990),Action|Comedy|Romance,99141,1727,8,0,5,3,0,0,2.31,no tag,20/06/2000,2/8/2007,1/1/1970,1/1/1970
3706,Angel Heart (1987),Film-Noir|Horror|Mystery|Thriller,92563,635,8,2,0,2,4,0,3,no tag,1/6/2000,10/2/2009,1/1/1970,1/1/1970
3707,9 1/2 Weeks (Nine 1/2 Weeks) (1986),Drama|Romance,91635,10068,10,1,2,6,1,0,2.7,no tag,20/06/2000,20/07/2012,1/1/1970,1/1/1970
3708,Firestarter (1984),Horror|Thriller,87262,11495,10,0,3,3,4,0,3.05,no tag,22/06/2000,10/8/2018,1/1/1970,1/1/1970
3709,Sleepwalkers (1992),Horror,105428,11428,1,0,1,0,0,0,2,no tag,21/02/2018,21/02/2018,1/1/1970,1/1/1970
3710,Action Jackson (1988),Action|Comedy|Crime|Thriller,94612,10117,3,1,2,0,0,0,1.67,no tag,20/06/2000,3/12/2000,1/1/1970,1/1/1970
3711,Sarafina! (1992),Drama,105316,35936,1,0,0,0,1,0,4,no tag,3/9/2002,3/9/2002,1/1/1970,1/1/1970
3712,Soapdish (1991),Comedy,102951,25562,3,0,0,3,0,0,2.83,television,19/06/2000,21/06/2004,16/01/2006,16/01/2006
3713,"Long Walk Home, The (1990)",Drama,100046,51763,1,0,0,0,1,0,4,no tag,23/11/2000,23/11/2000,1/1/1970,1/1/1970
3714,Clara's Heart (1988),Drama,94882,73079,1,0,0,1,0,0,2.5,no tag,21/06/2004,21/06/2004,1/1/1970,1/1/1970
3715,Burglar (1987),Comedy|Crime,92710,38921,2,0,1,0,1,0,2.75,no tag,6/1/2001,21/06/2004,1/1/1970,1/1/1970
3716,Fatal Beauty (1987),Action|Comedy|Crime|Drama,93011,35463,1,1,0,0,0,0,1,no tag,3/12/2000,3/12/2000,1/1/1970,1/1/1970
3717,Gone in 60 Seconds (2000),Action|Crime,187078,9679,61,0,9,21,27,4,3.22,no tag,21/06/2000,17/09/2018,1/1/1970,1/1/1970
3719,Love's Labour's Lost (2000),Comedy|Romance,182295,51333,2,0,1,0,1,0,3,no tag,7/8/2000,25/03/2003,1/1/1970,1/1/1970
3720,Sunshine (1999),Drama,145503,17771,1,0,0,0,1,0,4,no tag,15/09/2008,15/09/2008,1/1/1970,1/1/1970
3723,Hamlet (1990),Drama,99726,10264,5,0,0,1,3,1,3.8,Shakespeare,1/6/2000,21/02/2018,13/01/2006,13/01/2006
3724,Coming Home (1978),Drama|War,77362,31657,5,0,1,1,3,0,3.3,Vietnam,1/6/2000,27/06/2017,14/01/2006,14/01/2006
3725,American Pop (1981),Animation|Musical,82009,29204,2,0,0,1,1,0,3.5,no tag,20/06/2000,23/11/2000,1/1/1970,1/1/1970
3726,Assault on Precinct 13 (1976),Action|Thriller,74156,17814,5,0,0,2,2,1,3.6,no tag,11/10/2000,19/11/2016,1/1/1970,1/1/1970
3727,Near Dark (1987),Horror|Western,93605,11879,8,0,0,1,3,4,4.31,no tag,9/7/2000,28/05/2017,1/1/1970,1/1/1970
3728,One False Move (1992),Crime|Drama|Film-Noir|Thriller,102592,21128,4,0,0,1,3,0,3.75,no tag,23/11/2000,29/07/2018,1/1/1970,1/1/1970
3729,Shaft (1971),Action|Crime|Drama|Thriller,67741,482,3,0,0,1,1,1,4,no tag,19/06/2000,5/6/2003,1/1/1970,1/1/1970
3730,"Conversation, The (1974)",Drama|Mystery,71360,592,17,0,0,2,8,7,4.21,spying,3/8/2000,3/5/2018,23/01/2006,23/01/2006
3731,Cutter's Way (1981),Drama|Thriller,82220,31593,1,0,0,1,0,0,3,no tag,11/10/2000,11/10/2000,1/1/1970,1/1/1970
3732,"Fury, The (1978)",Horror,77588,12611,4,1,0,1,2,0,3,no tag,1/6/2000,21/01/2003,1/1/1970,1/1/1970
3733,"Paper Chase, The (1973)",Drama,70509,14328,3,0,0,0,3,0,3.83,no tag,3/8/2000,12/11/2004,1/1/1970,1/1/1970
3735,Serpico (1973),Crime|Drama,70666,9040,17,0,1,3,10,3,3.79,police,1/6/2000,20/02/2018,23/01/2006,23/01/2006
3736,"Ace in the Hole (Big Carnival, The) (1951)",Drama,43338,25364,1,0,0,1,0,0,3,no tag,20/12/2014,20/12/2014,1/1/1970,1/1/1970
3737,Lonely Are the Brave (1962),Drama|Western,56195,43002,1,0,0,0,1,0,4,no tag,9/6/2000,9/6/2000,1/1/1970,1/1/1970
3738,"Sugarland Express, The (1974)",Drama,72226,5121,2,0,1,0,1,0,3,no tag,23/11/2000,12/8/2018,1/1/1970,1/1/1970
3739,Trouble in Paradise (1932),Comedy|Romance,23622,195,1,0,0,0,1,0,3.5,no tag,17/01/2006,17/01/2006,1/1/1970,1/1/1970
3740,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy,90728,6978,28,0,2,4,14,8,3.86,no tag,1/6/2000,12/8/2018,1/1/1970,1/1/1970
3741,Badlands (1973),Crime|Drama|Thriller,69762,3133,11,0,0,2,4,5,4.09,no tag,9/6/2000,27/06/2017,1/1/1970,1/1/1970
3742,Battleship Potemkin (1925),Drama|War,15648,643,10,1,0,1,6,2,3.65,no tag,9/12/2002,2/5/2018,1/1/1970,1/1/1970
3743,Boys and Girls (2000),Comedy|Romance,204175,10571,3,1,1,1,0,0,2,no tag,8/8/2000,2/8/2007,1/1/1970,1/1/1970
3744,Shaft (2000),Action|Crime|Thriller,162650,479,19,2,7,3,7,0,2.66,no tag,24/06/2000,3/5/2017,1/1/1970,1/1/1970
3745,Titan A.E. (2000),Action|Adventure|Animation|Children|Sci-Fi,120913,7450,29,0,1,13,13,2,3.41,no tag,24/06/2000,3/5/2017,1/1/1970,1/1/1970
3746,Butterfly (La lengua de las mariposas) (1999),Drama,188030,31023,2,0,0,1,0,1,4,no tag,13/12/2002,17/08/2012,1/1/1970,1/1/1970
3747,Jesus' Son (1999),Drama,186253,25636,2,0,0,1,1,0,3.5,no tag,5/2/2001,9/6/2003,1/1/1970,1/1/1970
3751,Chicken Run (2000),Animation|Children|Comedy,120630,7443,78,1,5,24,35,13,3.55,no tag,4/7/2000,17/09/2018,1/1/1970,1/1/1970
3752,"Me, Myself & Irene (2000)",Adventure|Comedy,183505,2123,46,2,8,14,21,1,3.09,no tag,9/7/2000,17/09/2018,1/1/1970,1/1/1970
3753,"Patriot, The (2000)",Action|Drama|War,187393,2024,68,4,6,16,30,12,3.45,no tag,6/7/2000,25/06/2018,1/1/1970,1/1/1970
3754,"Adventures of Rocky and Bullwinkle, The (2000)",Adventure|Animation|Children|Comedy|Fantasy,131704,17711,9,3,2,2,2,0,2.22,no tag,18/07/2000,12/5/2017,1/1/1970,1/1/1970
3755,"Perfect Storm, The (2000)",Drama|Thriller,177971,2133,44,2,4,17,17,4,3.17,no tag,28/07/2000,1/9/2018,1/1/1970,1/1/1970
3756,"Golden Bowl, The (2000)",Drama,200669,29946,1,0,0,0,1,0,4,no tag,14/10/2002,14/10/2002,1/1/1970,1/1/1970
3758,Communion (1989),Drama|Sci-Fi|Thriller,97100,28774,2,0,0,1,1,0,3.5,no tag,11/10/2000,7/1/2001,1/1/1970,1/1/1970
3760,"Kentucky Fried Movie, The (1977)",Comedy,76257,11598,3,0,0,2,0,1,3.5,no tag,3/8/2000,28/05/2004,1/1/1970,1/1/1970
3761,"Blood In, Blood Out (1993)",Action|Crime|Drama|Thriller,106469,9702,1,0,0,0,1,0,4,no tag,9/6/2003,9/6/2003,1/1/1970,1/1/1970
3763,F/X (1986),Action|Crime|Thriller,89118,9873,16,0,1,11,3,1,3.22,no tag,19/06/2000,27/06/2017,1/1/1970,1/1/1970
3764,F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991),Action|Crime|Thriller,101846,16820,5,0,3,2,0,0,2.3,no tag,18/08/2000,26/06/2017,1/1/1970,1/1/1970
3765,"Hot Spot, The (1990)",Crime|Drama|Romance,99797,14864,2,0,0,2,0,0,3,no tag,20/06/2000,14/08/2006,1/1/1970,1/1/1970
3766,Missing in Action (1984),Action|War,87727,15379,6,1,3,2,0,0,2.08,no tag,19/06/2000,17/08/2018,1/1/1970,1/1/1970
3767,Missing in Action 2: The Beginning (1985),Action|War,89604,12764,3,1,2,0,0,0,1.67,no tag,3/8/2000,6/12/2000,1/1/1970,1/1/1970
3768,Braddock: Missing in Action III (1988),Action|War,94792,27352,2,1,1,0,0,0,1.25,no tag,11/10/2000,5/4/2005,1/1/1970,1/1/1970
3769,Thunderbolt and Lightfoot (1974),Action,72288,8348,3,0,0,2,1,0,3.33,no tag,9/8/2000,6/12/2000,1/1/1970,1/1/1970
3770,Dreamscape (1984),Horror|Sci-Fi|Thriller,87175,24099,6,0,3,2,1,0,2.67,no tag,19/06/2000,5/8/2003,1/1/1970,1/1/1970
3771,The Golden Voyage of Sinbad (1973),Action|Adventure|Fantasy,71569,17897,3,0,0,1,1,1,4,no tag,9/7/2000,27/08/2002,1/1/1970,1/1/1970
3773,House Party (1990),Comedy,99800,16094,2,1,0,1,0,0,2,no tag,9/8/2000,18/08/2000,1/1/1970,1/1/1970
3774,House Party 2 (1991),Comedy|Drama|Romance,102065,16096,4,4,0,0,0,0,0.75,no tag,9/8/2000,23/02/2018,1/1/1970,1/1/1970
3783,Croupier (1998),Crime|Drama,159382,12706,11,0,0,2,7,2,3.95,no tag,9/7/2000,27/06/2017,1/1/1970,1/1/1970
3784,"Kid, The (2000)",Comedy|Fantasy,219854,4244,11,2,3,3,2,1,2.59,no tag,7/8/2000,21/02/2018,1/1/1970,1/1/1970
3785,Scary Movie (2000),Comedy|Horror,175142,4247,50,3,14,15,11,7,2.92,no tag,28/07/2000,31/08/2018,1/1/1970,1/1/1970
3786,But I'm a Cheerleader (1999),Comedy,179116,20770,4,1,1,0,2,0,2.62,no tag,16/01/2002,1/9/2018,1/1/1970,1/1/1970
3787,Shower (Xizao) (1999),Comedy,215369,1050,2,0,0,1,0,1,4,no tag,9/7/2000,27/10/2000,1/1/1970,1/1/1970
3788,Blow-Up (Blowup) (1966),Drama|Mystery,60176,1052,6,0,0,2,3,1,3.67,no tag,25/07/2000,31/05/2011,1/1/1970,1/1/1970
3789,"Pawnbroker, The (1964)",Drama,59575,20540,1,0,0,0,1,0,3.5,no tag,31/01/2005,31/01/2005,1/1/1970,1/1/1970
3790,Groove (2000),Drama,212974,23655,2,0,0,0,2,0,4,no tag,5/3/2001,17/11/2001,1/1/1970,1/1/1970
3791,Footloose (1984),Drama,87277,1788,16,1,1,8,5,1,3.19,no tag,12/7/2000,20/02/2018,1/1/1970,1/1/1970
3792,Duel in the Sun (1946),Drama|Romance|Western,38499,32275,1,0,0,0,0,1,5,no tag,9/7/2000,9/7/2000,1/1/1970,1/1/1970
3793,X-Men (2000),Action|Adventure|Sci-Fi,120903,36657,133,3,5,25,74,26,3.7,action|comic book|hugh jackman|marvel|superhero|superhero,17/07/2000,17/09/2018,14/01/2006,16/09/2018
3794,Chuck & Buck (2000),Comedy|Drama,200530,44490,2,0,1,1,0,0,2.5,no tag,31/03/2003,21/05/2003,1/1/1970,1/1/1970
3795,"Five Senses, The (1999)",Drama,168794,47585,1,0,0,0,0,1,5,no tag,17/01/2003,17/01/2003,1/1/1970,1/1/1970
3797,"In Crowd, The (2000)",Thriller,163676,36047,3,1,0,1,1,0,2.67,no tag,7/8/2000,14/08/2001,1/1/1970,1/1/1970
3798,What Lies Beneath (2000),Drama|Horror|Mystery,161081,2655,25,0,6,8,8,3,3.2,no tag,8/8/2000,21/02/2018,1/1/1970,1/1/1970
3799,Pok?mon the Movie 2000 (2000),Animation|Children,210234,12599,6,3,1,2,0,0,1.58,no tag,30/10/2001,21/02/2018,1/1/1970,1/1/1970
3801,Anatomy of a Murder (1959),Drama|Mystery,52561,93,4,0,0,0,4,0,4,court,3/8/2000,29/06/2015,13/01/2006,13/01/2006
3802,Freejack (1992),Action|Sci-Fi,104299,9278,4,0,4,0,0,0,2,no tag,12/7/2000,30/05/2005,1/1/1970,1/1/1970
3806,Mackenna's Gold (1969),Western,64615,18118,1,0,0,1,0,0,3,no tag,27/02/2002,27/02/2002,1/1/1970,1/1/1970
3807,Sinbad and the Eye of the Tiger (1977),Adventure|Fantasy,76716,11940,1,0,0,1,0,0,3,no tag,3/8/2000,3/8/2000,1/1/1970,1/1/1970
3808,"Two Women (Ciociara, La) (1960)",Drama|War,54749,24167,1,0,0,0,1,0,4,no tag,12/2/2007,12/2/2007,1/1/1970,1/1/1970
3809,What About Bob? (1991),Comedy,103241,10276,35,1,4,14,13,3,3.27,no tag,12/7/2000,26/06/2017,1/1/1970,1/1/1970
3810,White Sands (1992),Drama|Thriller,105813,19380,3,0,0,3,0,0,3,no tag,12/7/2000,5/4/2005,1/1/1970,1/1/1970
3811,Breaker Morant (1980),Drama|War,80310,13783,7,0,0,1,5,1,3.93,court,9/8/2000,11/11/2012,23/01/2006,23/01/2006
3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),Comedy,68555,11624,12,1,0,4,6,1,3.46,no tag,9/7/2000,22/03/2009,1/1/1970,1/1/1970
3813,Interiors (1978),Drama,77742,15867,3,0,0,0,2,1,4.17,no tag,3/8/2000,17/03/2006,1/1/1970,1/1/1970
3814,Love and Death (1975),Comedy,73312,11686,9,0,0,2,2,5,4.22,no tag,3/8/2000,22/03/2009,1/1/1970,1/1/1970
3816,"Official Story, The (La historia oficial) (1985)",Drama,89276,29263,1,0,0,0,1,0,4,missing children,17/11/2005,17/11/2005,23/01/2006,23/01/2006
3819,Tampopo (1985),Comedy,92048,11830,3,0,0,1,1,1,4,no tag,9/7/2000,21/03/2015,1/1/1970,1/1/1970
3821,Nutty Professor II: The Klumps (2000),Comedy,144528,12107,16,2,8,4,1,1,2.28,no tag,27/10/2000,16/01/2018,1/1/1970,1/1/1970
3822,"Girl on the Bridge, The (Fille sur le pont, La) (1999)",Drama|Romance,144201,10401,4,0,0,0,3,1,4.12,no tag,31/01/2005,28/07/2016,1/1/1970,1/1/1970
3823,Wonderland (1999),Drama,171865,32640,2,0,0,0,2,0,4,no tag,7/5/2001,24/05/2001,1/1/1970,1/1/1970
3824,Autumn in New York (2000),Drama|Romance,174480,10641,11,2,5,2,0,2,2.41,no tag,21/01/2001,7/4/2012,1/1/1970,1/1/1970
3825,Coyote Ugly (2000),Comedy|Drama|Romance,200550,6282,29,4,6,9,8,2,2.74,no tag,8/8/2000,16/01/2018,1/1/1970,1/1/1970
3826,Hollow Man (2000),Horror|Sci-Fi|Thriller,164052,9383,39,8,13,9,9,0,2.29,no tag,7/8/2000,20/02/2018,1/1/1970,1/1/1970
3827,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi,186566,5551,23,1,4,11,7,0,2.89,no tag,9/8/2000,21/02/2018,1/1/1970,1/1/1970
3830,Psycho Beach Party (2000),Comedy|Horror|Thriller,206226,27723,2,1,0,1,0,0,1.5,no tag,4/8/2007,22/02/2018,1/1/1970,1/1/1970
3831,Saving Grace (2000),Comedy,195234,2360,11,0,0,3,4,4,3.91,no tag,29/08/2000,26/06/2017,1/1/1970,1/1/1970
3832,"Black Sabbath (Tre volti della paura, I) (1963)",Horror,57603,28043,1,0,0,0,1,0,4,no tag,3/8/2000,3/8/2000,1/1/1970,1/1/1970
3833,"Brain That Wouldn't Die, The (1962)",Horror|Sci-Fi,52646,33468,2,1,1,0,0,0,1.5,no tag,6/12/2000,20/10/2002,1/1/1970,1/1/1970
3834,Bronco Billy (1980),Adventure|Drama|Romance,80472,21866,2,0,0,2,0,0,3,no tag,3/8/2000,22/11/2000,1/1/1970,1/1/1970
3835,"Crush, The (1993)",Thriller,106627,33408,6,0,5,0,1,0,2.17,no tag,8/8/2000,26/06/2017,1/1/1970,1/1/1970
3836,Kelly's Heroes (1970),Action|Comedy|War,65938,11589,15,0,0,2,7,6,4.13,no tag,1/8/2000,28/12/2010,1/1/1970,1/1/1970
3837,Phantasm II (1988),Action|Fantasy|Horror|Sci-Fi|Thriller,95863,15158,3,1,1,0,0,1,2.5,no tag,8/8/2000,12/9/2005,1/1/1970,1/1/1970
3838,Phantasm III: Lord of the Dead (1994),Horror,110823,16139,1,0,1,0,0,0,2,no tag,12/9/2005,12/9/2005,1/1/1970,1/1/1970
3839,Phantasm IV: Oblivion (1998),Horror,138703,16146,3,1,2,0,0,0,1.67,no tag,8/8/2000,26/10/2017,1/1/1970,1/1/1970
3840,Pumpkinhead (1988),Horror,95925,26515,5,1,2,1,1,0,2.4,no tag,21/08/2000,10/6/2007,1/1/1970,1/1/1970
3841,Air America (1990),Action|Comedy,99005,11856,6,0,2,3,0,1,2.83,no tag,5/9/2000,22/06/2012,1/1/1970,1/1/1970
3843,Sleepaway Camp (1983),Horror,86320,13567,4,1,1,1,1,0,2.38,no tag,20/09/2004,12/8/2018,1/1/1970,1/1/1970
3844,Steel Magnolias (1989),Drama,98384,10860,9,0,1,4,3,1,3.33,diabetes,3/8/2000,31/05/2017,16/01/2006,16/01/2006
3845,And God Created Woman (Et Dieu... cr?a la femme) (1956),Drama,49189,8420,1,0,0,0,1,0,4,no tag,11/10/2017,11/10/2017,1/1/1970,1/1/1970
3846,Easy Money (1983),Comedy,85470,18391,4,0,1,0,2,1,3.62,no tag,3/8/2000,22/03/2004,1/1/1970,1/1/1970
