movieId,title,genres,imdb_id,tmdb_id,ratings_count,zero_to_one_ratings_count,one_to_two_ratings_count,two_to_three_ratings_count,three_to_four_ratings_count,four_to_five_ratings_count,average_rating,tags,earliest_rating,latest_rating,earliest_tag,latest_tag
3306,"Circus, The (1928)",Comedy,18773,28978,4,0,0,0,2,2,4.12,big top | circus,1100119916,1447411512,1137205399,1137205399
3307,City Lights (1931),Comedy|Drama|Romance,21749,901,13,0,2,2,3,6,3.85,blind,955943259,1520408276,1137205412,1137205412
3308,"Flamingo Kid, The (1984)",Comedy|Drama,87265,25010,7,1,2,2,1,1,2.86,no tag,961517791,1100803868,0,0
3310,"Kid, The (1921)",Comedy|Drama,12349,10098,5,0,0,1,2,2,4.1,orphans,1078495463,1447411199,1138032366,1138032366
3313,Class Reunion (1982),Comedy,84395,33374,2,1,1,0,0,0,1.5,no tag,966596854,978622593,0,0
3315,Happy Go Lovely (1951),Musical,43618,127602,1,0,0,0,0,1,4.5,no tag,1520409333,1520409333,0,0
3316,Reindeer Games (2000),Action|Thriller,184858,2155,13,1,7,3,1,1,2.46,no tag,952215276,1449592685,0,0
3317,Wonder Boys (2000),Comedy|Drama,185014,11004,22,0,2,4,12,4,3.66,writing,953927186,1498524720,1138032548,1138032548
3323,Chain of Fools (2000),Comedy|Crime,194368,20682,1,0,0,0,1,0,4,no tag,1055151777,1055151777,0,0
3324,Drowning Mona (2000),Comedy,186045,25166,3,2,1,0,0,0,1.33,no tag,953924898,997814281,0,0
3325,"Next Best Thing, The (2000)",Comedy|Drama,156841,1831,3,1,1,0,1,0,2.17,no tag,997813277,1171812275,0,0
3326,What Planet Are You From? (2000),Comedy|Sci-Fi,181151,10416,3,0,1,1,0,1,3.17,no tag,972621539,1055152140,0,0
3327,Beyond the Mat (1999),Documentary,218043,14271,5,0,0,1,4,0,3.7,no tag,1009692509,1519256975,0,0
3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,165798,4816,19,0,1,3,7,8,4.05,no tag,968682050,1498525667,0,0
3329,The Year My Voice Broke (1987),Drama|Romance,94347,19958,1,0,0,0,1,0,4,no tag,974912284,974912284,0,0
3330,Splendor in the Grass (1961),Drama|Romance,55471,28569,2,0,0,0,1,1,4.25,adolescence | sexuality,1046809336,1078648511,1138032469,1138032498
3331,My Tutor (1983),Drama,85980,2193,1,0,1,0,0,0,2,no tag,980536052,980536052,0,0
3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,40506,11016,10,0,0,1,4,5,4.2,no tag,959895860,1498539265,0,0
3338,For All Mankind (1989),Documentary,97372,20423,0,0,0,0,0,0,0,In Netflix queue,0,0,1137201680,1137201680
3341,Born Yesterday (1950),Comedy,42276,24481,7,0,0,0,5,2,4.29,remade,951113027,1098104401,1138032286,1138032286
3342,Birdy (1984),Drama|War,86969,11296,5,0,0,3,1,1,3.5,no tag,974924428,1519238216,0,0
3344,Blood Feast (1963),Horror,56875,28172,1,0,0,0,1,0,4,no tag,953925513,953925513,0,0
3345,"Charlie, the Lonesome Cougar (1967)",Adventure|Children,62793,57855,1,0,0,1,0,0,3,no tag,978470103,978470103,0,0
3347,Never Cry Wolf (1983),Adventure|Drama,86005,14280,9,0,0,1,5,3,4.17,no tag,955935220,1201166756,0,0
3350,"Raisin in the Sun, A (1961)",Drama,55353,29478,3,0,0,0,3,0,3.83,no tag,965149469,1189990926,0,0
3353,"Closer You Get, The (2000)",Comedy|Romance,218112,73642,1,0,0,0,0,1,4.5,no tag,1108976033,1108976033,0,0
3354,Mission to Mars (2000),Sci-Fi,183523,2067,21,2,4,9,6,0,2.69,no tag,963872764,1519146837,0,0
3355,"Ninth Gate, The (1999)",Fantasy|Horror|Mystery|Thriller,142688,622,15,0,5,1,8,1,3.2,no tag,965703061,1498504243,0,0
3357,East-West (Est-ouest) (1999),Drama|Romance,181530,28463,1,0,0,0,1,0,4,no tag,976796537,976796537,0,0
3358,Defending Your Life (1991),Comedy|Drama|Fantasy|Romance,101698,12186,10,0,0,4,3,3,3.85,no tag,953139828,1519182403,0,0
3359,Breaking Away (1979),Comedy|Drama,78902,20283,11,0,0,1,7,3,4.09,no tag,953926787,1485656574,0,0
3360,Hoosiers (a.k.a. Best Shot) (1986),Drama|Romance,91217,5693,22,1,0,3,15,3,3.7,basketball,951756668,1534051928,1137784798,1137784798
3361,Bull Durham (1988),Comedy|Drama|Romance,94812,287,35,0,4,9,15,7,3.67,no tag,953138576,1533953688,0,0
3362,Dog Day Afternoon (1975),Crime|Drama,72890,968,38,0,3,2,22,11,3.93,no tag,953926758,1534551265,0,0
3363,American Graffiti (1973),Comedy|Drama,69704,838,43,0,1,10,19,13,3.85,no tag,953138131,1533948798,0,0
3364,"Asphalt Jungle, The (1950)",Crime|Film-Noir,42208,16958,3,0,0,0,3,0,3.67,no tag,1137521152,1435720436,0,0
3365,"Searchers, The (1956)",Drama|Western,49730,3114,7,0,0,1,4,2,4.07,no tag,953926507,1498519796,0,0
3368,"Big Country, The (1958)",Romance|Western,51411,12501,2,0,0,1,1,0,3.25,no tag,976139738,1087908127,0,0
3370,Betrayed (1988),Drama|Thriller,94731,31618,2,0,1,1,0,0,2.5,no tag,965710720,971276062,0,0
3372,"Bridge at Remagen, The (1969)",Action|War,64110,15873,2,0,0,0,2,0,4,no tag,974919155,1021899149,0,0
3374,Daughters of the Dust (1991),Drama,104057,68427,1,0,0,0,1,0,4,no tag,953927375,953927375,0,0
3378,"Ogre, The (Unhold, Der) (1996)",Drama,118043,48213,1,0,0,0,1,0,4,no tag,1005067139,1005067139,0,0
3379,On the Beach (1959),Drama,53137,35412,1,0,0,0,0,1,4.5,no tag,1498539583,1498539583,0,0
3384,"Taking of Pelham One Two Three, The (1974)",Action|Crime,72251,8333,4,0,0,0,2,2,4.5,subway,965333831,1068472840,1138032512,1138032512
3385,Volunteers (1985),Comedy,90274,19259,8,0,4,2,1,1,2.81,Peace Corp,955935615,1533946372,1137374553,1137374553
3386,JFK (1991),Drama|Mystery|Thriller,102138,820,31,1,1,9,17,3,3.5,politics | president,953610555,1519122486,1137191934,1137191934
3387,Who's Harry Crumb? (1989),Comedy|Mystery,98645,11718,7,0,4,0,3,0,2.86,no tag,955935573,1519279032,0,0
3388,Harry and the Hendersons (1987),Children|Comedy,93148,8989,11,1,5,3,1,1,2.55,no tag,953137416,1498525691,0,0
3389,Let's Get Harry (1986),Action|Adventure,91400,32031,1,0,1,0,0,0,2,no tag,955941792,955941792,0,0
3390,Shanghai Surprise (1986),Adventure|Crime|Drama|Romance,91934,58048,1,0,1,0,0,0,2,no tag,1019125722,1019125722,0,0
3391,Who's That Girl? (1987),Comedy,94321,26827,2,0,1,1,0,0,2.5,no tag,991145449,1171812141,0,0
3392,She-Devil (1989),Comedy,98309,11157,6,2,1,2,1,0,2.33,no tag,955945275,1519240760,0,0
3393,Date with an Angel (1987),Comedy|Fantasy|Romance,92834,28370,3,2,1,0,0,0,1.33,no tag,965704375,1046984498,0,0
3394,Blind Date (1987),Comedy|Romance,92666,918,7,1,2,4,0,0,2.36,no tag,965707983,1068213767,0,0
3395,Nadine (1987),Comedy,93596,61178,3,0,0,3,0,0,3,no tag,953928124,978823569,0,0
3396,"Muppet Movie, The (1979)",Adventure|Children|Comedy|Musical,79588,11176,33,2,1,7,18,5,3.59,no tag,951756789,1519138238,0,0
3397,"Great Muppet Caper, The (1981)",Children|Comedy,82474,14900,11,0,1,5,4,1,3.45,no tag,961595667,1519182353,0,0
3398,"Muppets Take Manhattan, The (1984)",Children|Comedy|Musical,87755,11899,15,1,1,6,5,2,3.33,no tag,965425863,1498522229,0,0
3400,We're Back! A Dinosaur's Story (1993),Adventure|Animation|Children|Fantasy,108526,18890,1,0,0,1,0,0,3,no tag,965709047,965709047,0,0
3401,Baby... Secret of the Lost Legend (1985),Adventure|Sci-Fi,88760,19736,5,1,3,0,1,0,2.2,no tag,955942421,1033176242,0,0
3402,Turtle Diary (1985),Comedy|Drama|Romance,90219,123047,2,0,0,0,2,0,4,no tag,953137569,975015323,0,0
3403,Raise the Titanic (1980),Drama|Thriller,81400,24575,1,0,0,0,1,0,4,no tag,953137509,953137509,0,0
3404,Titanic (1953),Action|Drama,46435,16535,6,1,1,0,1,3,3.58,no tag,953137569,1284250854,0,0
3405,"Night to Remember, A (1958)",Action|Drama,51994,10971,1,0,0,1,0,0,3,no tag,965333831,965333831,0,0
3406,Captain Horatio Hornblower R.N. (1951),Action|Adventure|Drama|War,43379,23928,3,0,1,1,1,0,3,no tag,953137197,1282293853,0,0
3408,Erin Brockovich (2000),Drama,195685,462,70,0,5,19,37,9,3.53,scandal | true story,953759873,1535708371,1138032304,1138032304
3409,Final Destination (2000),Drama|Thriller,195714,9532,35,3,7,10,15,0,2.93,no tag,965703299,1498504596,0,0
3410,Soft Fruit (1999),Comedy|Drama,180181,117259,1,0,0,0,1,0,4,no tag,1054037584,1054037584,0,0
3412,"Bear, The (Ours, L') (1988)",Adventure|Children|Drama,95800,2383,6,0,1,1,4,0,3.42,no tag,966633918,1519144088,0,0
3414,Love Is a Many-Splendored Thing (1955),Drama|Romance|War,48316,53879,1,0,0,0,1,0,4,no tag,953137479,953137479,0,0
3415,"Mirror, The (Zerkalo) (1975)",Drama,72443,1396,3,0,0,0,2,1,4.17,no tag,953926758,1527106417,0,0
3417,"Crimson Pirate, The (1952)",Adventure|Comedy,44517,11570,1,0,0,1,0,0,3,no tag,955941875,955941875,0,0
3418,Thelma & Louise (1991),Adventure|Crime|Drama,103074,1541,41,2,4,11,18,6,3.46,no tag,953137569,1498525113,0,0
3420,...And Justice for All (1979),Drama|Thriller,78718,17443,3,0,0,2,1,0,3.17,lawyers,971275949,1352671156,1137375055,1137375055
3421,Animal House (1978),Comedy,77975,8469,62,4,2,15,23,18,3.69,college | TOGA,953137149,1533872578,1137374581,1137374587
3422,She's Gotta Have It (1986),Comedy|Romance,91939,27995,6,0,1,2,3,0,3.33,no tag,953927908,1493850545,0,0
3423,School Daze (1988),Drama,96054,36739,3,0,2,1,0,0,2.17,no tag,1186258742,1519257917,0,0
3424,Do the Right Thing (1989),Drama,97216,925,27,0,2,2,12,11,4.04,racism | great cinematography,953927655,1525284084,1137191865,1525284096
3425,Mo' Better Blues (1990),Drama|Musical,100168,41823,5,0,0,3,1,1,3.4,no tag,961518476,1493850555,0,0
3426,Jungle Fever (1991),Drama|Romance,102175,1713,7,0,1,4,2,0,3.07,no tag,953137453,1175637465,0,0
3428,"Champ, The (1979)",Drama,78950,30547,1,0,0,1,0,0,3,no tag,1039367349,1039367349,0,0
3429,Creature Comforts (1989),Animation|Comedy,99317,54825,12,0,0,0,6,6,4.25,aardman,965796004,1493474150,1140626569,1140626569
3430,Death Wish (1974),Action|Crime|Drama,71402,13939,4,0,1,2,1,0,3,no tag,955941157,1230931047,0,0
3431,Death Wish 2 (1982),Action|Drama,82250,14373,3,1,2,0,0,0,1.67,no tag,955941703,975830385,0,0
3432,Death Wish 3 (1985),Action|Drama,89003,24873,2,1,1,0,0,0,1.5,no tag,955941736,975830385,0,0
3433,Death Wish 4: The Crackdown (1987),Action|Drama,92857,26263,1,1,0,0,0,0,1,no tag,955941778,955941778,0,0
3434,Death Wish 5: The Face of Death (1994),Action|Drama,109578,34746,1,1,0,0,0,0,1,no tag,955941778,955941778,0,0
3435,Double Indemnity (1944),Crime|Drama|Film-Noir,36775,996,17,0,0,1,8,8,4.32,Insurance,953137328,1519029386,1137520877,1137520877
3436,Dying Young (1991),Drama|Romance,101787,9079,4,0,1,0,2,1,3.75,no tag,953137328,1034138862,0,0
3438,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi,100758,1498,25,3,4,6,11,1,3,no tag,961515997,1535712082,0,0
3439,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Action|Children|Fantasy,103060,1497,13,1,4,4,4,0,2.69,no tag,964981799,1498523362,0,0
3440,Teenage Mutant Ninja Turtles III (1993),Action|Adventure|Children|Comedy|Fantasy,108308,1499,14,5,1,7,1,0,2.07,no tag,963080362,1535712095,0,0
3441,Red Dawn (1984),Action|Drama|War,87985,1880,14,1,2,3,5,3,3.43,no tag,955940741,1491095041,0,0
3442,Band of the Hand (1986),Action|Crime|Drama,90693,33762,1,1,0,0,0,0,1,no tag,978749085,978749085,0,0
3444,Bloodsport (1988),Action,92675,11690,9,0,3,3,2,1,2.94,no tag,961515997,1498515576,0,0
3445,Eyes of Laura Mars (1978),Mystery|Thriller,77530,29143,4,0,0,2,2,0,3.5,no tag,953137328,974925578,0,0
3446,Funny Bones (1995),Comedy|Drama,113133,35292,2,0,1,0,1,0,2.75,no tag,965795650,1090544218,0,0
3447,"Good Earth, The (1937)",Drama,28944,36652,2,0,0,0,2,0,4,Pearl S Buck,986173047,1074607306,1137191895,1137191895
3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War,93105,801,43,0,1,12,19,11,3.8,no tag,953137328,1529901727,0,0
3449,"Good Mother, The (1988)",Drama,95238,104301,1,0,0,0,1,0,4,no tag,953137328,953137328,0,0
3450,Grumpy Old Men (1993),Comedy,107050,11520,29,3,1,10,11,4,3.29,no tag,953137416,1498514449,0,0
3451,Guess Who's Coming to Dinner (1967),Drama,61735,1879,11,0,0,1,2,8,4.55,Hepburn and Tracy | interracial marriage | prejudice | racism,953137416,1435720892,1137181361,1137205481
3452,Romeo Must Die (2000),Action|Crime|Romance|Thriller,165929,2085,18,0,3,9,5,1,3.08,no tag,954481922,1498523482,0,0
3453,Here on Earth (2000),Drama|Romance,195778,13539,2,0,1,0,1,0,3,no tag,958880864,997813241,0,0
3454,Whatever It Takes (2000),Comedy|Romance,202402,16222,2,0,1,1,0,0,2.25,no tag,965703458,1498514697,0,0
3455,Buddy Boy (1999),Drama|Thriller,146516,109479,1,0,0,1,0,0,2.5,no tag,1154504966,1154504966,0,0
3456,"Color of Paradise, The (Rang-e khoda) (1999)",Drama,191043,17078,0,0,0,0,0,0,0,In Netflix queue,0,0,1137201463,1137201463
3459,Gothic (1986),Drama|Horror,91142,33516,1,0,0,0,1,0,4,no tag,963176828,963176828,0,0
3461,Lord of the Flies (1963),Adventure|Drama|Thriller,57261,9960,13,0,5,2,6,0,3.04,island,953608665,1519175997,1138032377,1138032377
3462,Modern Times (1936),Comedy|Drama|Romance,27977,3082,25,1,0,5,14,5,3.72,factory,953610923,1520408276,1137205526,1137205526
3466,Heart and Souls (1993),Comedy|Fantasy,107091,12187,8,1,1,3,2,1,3,no tag,955943523,1277175844,0,0
3467,Hud (1963),Drama|Western,57163,24748,4,0,0,0,4,0,3.75,no tag,953137416,1163121634,0,0
3468,"Hustler, The (1961)",Drama,54997,990,18,0,0,2,5,11,4.33,pool,953137453,1498762589,1137521005,1137521005
3469,Inherit the Wind (1960),Drama,53946,1908,6,0,0,1,3,2,4.08,court | evolution | religion,953137453,1326611720,1137375171,1137375171
3470,Dersu Uzala (1975),Adventure|Drama,71411,9764,5,0,0,0,3,2,4.3,no tag,974923127,1460868934,0,0
3471,Close Encounters of the Third Kind (1977),Adventure|Drama|Sci-Fi,75860,840,60,1,2,14,30,13,3.74,no tag,953137197,1533872127,0,0
3473,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),Comedy,74718,42237,2,0,0,0,0,2,5,no tag,953534555,953926758,0,0
3474,Retroactive (1997),Sci-Fi|Thriller,117468,26689,1,0,0,0,1,0,4,no tag,1055153620,1055153620,0,0
3475,"Place in the Sun, A (1951)",Drama|Romance,43924,25673,2,0,0,0,1,1,4.5,class,953926529,1102081377,1138032413,1138032413
3476,Jacob's Ladder (1990),Horror|Mystery,99871,2291,26,2,2,4,13,5,3.56,no tag,953925548,1498499581,0,0
3477,Empire Records (1995),Comedy|Drama,112950,13531,13,0,2,5,3,3,3.38,no tag,961517557,1466277285,0,0
3478,"Bamba, La (1987)",Drama,93378,16620,7,0,1,5,1,0,2.79,no tag,961518108,1533947109,0,0
3479,Ladyhawke (1985),Adventure|Fantasy|Romance,89457,526,18,0,3,5,10,0,3.33,no tag,953608665,1498523341,0,0
3480,Lucas (1986),Drama|Romance,91445,13346,3,0,1,0,2,0,3.33,no tag,961518026,1049078389,0,0
3481,High Fidelity (2000),Comedy|Drama|Romance,146882,243,75,3,4,13,39,16,3.67,music | Nick Hornby,959623988,1520408343,1137181093,1234788257
3483,"Road to El Dorado, The (2000)",Animation|Children,138749,10501,13,0,4,2,6,1,3.12,no tag,965704652,1493420425,0,0
3484,"Skulls, The (2000)",Thriller,192614,11478,10,1,2,6,0,1,2.75,no tag,959624041,1493847533,0,0
3489,Hook (1991),Adventure|Comedy|Fantasy,102057,879,53,1,6,17,23,6,3.36,Peter Pan,953608610,1516156038,1137191920,1137191920
3492,"Son of the Sheik, The (1926)",Adventure|Comedy|Romance,17416,85689,1,0,0,0,1,0,4,no tag,953534636,953534636,0,0
3494,True Grit (1969),Adventure|Drama|Western,65126,17529,6,0,0,2,2,2,4,no tag,955935270,1021898998,0,0
3496,Madame Sousatzka (1988),Drama,95564,118098,1,0,0,0,0,1,5,no tag,971813011,971813011,0,0
3497,Max Dugan Returns (1983),Comedy,85919,1793,4,0,2,2,0,0,2.5,no tag,955944568,1081177757,0,0
3498,Midnight Express (1978),Drama,77928,11327,8,0,1,0,5,2,4,In Netflix queue,953608691,1481397441,1137201900,1137201900
3499,Misery (1990),Drama|Horror|Thriller,100157,1700,44,0,2,7,23,12,3.84,claustrophobic | horror | scary | stephen king | suspenseful | tense | thriller,957648208,1533872426,1457846279,1457846295
3500,Mr. Saturday Night (1992),Comedy|Drama,104928,54087,4,0,1,2,1,0,3,no tag,965706907,978747317,0,0
3501,Murphy's Romance (1985),Comedy|Romance,89643,34322,5,1,2,1,1,0,2.3,no tag,965706548,1519333413,0,0
3502,My Life (1993),Drama,107630,41659,3,0,0,2,0,1,3.5,death,996219275,1498525440,1137375216,1137375216
3503,Solaris (Solyaris) (1972),Drama|Mystery|Sci-Fi,69293,593,11,0,1,1,3,6,4.09,no tag,953534636,1498540097,0,0
3504,Network (1976),Comedy|Drama,74958,10774,22,1,1,1,10,9,4.02,journalism,953534611,1355525240,1137191950,1137191950
3505,No Way Out (1987),Drama|Mystery|Thriller,93640,10083,9,0,0,4,3,2,3.72,no tag,953927732,1498517013,0,0
3506,North Dallas Forty (1979),Comedy|Drama,79640,29786,5,0,2,1,2,0,3,no tag,953534611,976120462,0,0
3507,"Odd Couple, The (1968)",Comedy,63374,11356,15,0,0,1,11,3,4.07,In Netflix queue,953534611,1382469842,1137200453,1137200453
3508,"Outlaw Josey Wales, The (1976)",Action|Adventure|Drama|Thriller|Western,75029,10747,18,0,0,2,9,7,4.25,no tag,953926970,1493473945,0,0
3510,Frequency (2000),Drama|Thriller,186151,10559,36,3,0,13,14,6,3.42,no tag,959624004,1498513766,0,0
3511,Ready to Rumble (2000),Comedy,217756,20697,6,1,2,2,1,0,2.25,no tag,1040643593,1498797208,0,0
3512,Return to Me (2000),Drama|Romance,122459,2621,8,0,0,4,3,1,3.56,transplants,958880724,1105665854,1137205572,1137205572
3513,Rules of Engagement (2000),Drama|Thriller,160797,10479,7,0,1,4,2,0,3.07,no tag,972106114,1204041186,0,0
3514,Joe Gould's Secret (2000),Drama,172632,125709,1,0,0,1,0,0,3,no tag,963176034,963176034,0,0
3515,Me Myself I (2000),Comedy|Romance,183503,49721,9,0,0,3,6,0,3.61,alternate endings,963180355,1311494468,1138032711,1138032711
3516,"Bell, Book and Candle (1958)",Comedy|Fantasy|Romance,51406,2006,4,0,0,2,2,0,3.38,no tag,954482383,1100291562,0,0
3519,Force 10 from Navarone (1978),Action|Drama|War,77572,17339,6,0,1,4,1,0,2.92,no tag,955941201,1258428513,0,0
3521,Mystery Train (1989),Comedy|Drama,97940,11305,7,0,2,1,1,3,3.43,no tag,963176106,1498527205,0,0
3524,Arthur (1981),Comedy|Romance,82031,13665,10,0,5,3,1,1,2.8,no tag,955944401,1519175845,0,0
3525,Bachelor Party (1984),Comedy,86927,12309,5,1,1,1,1,1,2.9,no tag,961596316,1053021745,0,0
3526,Parenthood (1989),Comedy|Drama,98067,1552,15,0,1,5,6,3,3.7,families,961595566,1491095203,1138032724,1138032724
3527,Predator (1987),Action|Sci-Fi|Thriller,93773,106,61,2,7,11,29,12,3.58,aliens | sci-fi | scifi cult | aliens | Arnold Schwarzenegger | dialogue | guns | Jesse Ventura | macho | sci-fi | scifi cult,955935983,1533872532,1269832592,1457901288
3528,"Prince of Tides, The (1991)",Drama|Romance,102713,10333,5,0,1,1,3,0,3.4,psychiatrist,965319301,1171405719,1137374751,1137374751
3529,"Postman Always Rings Twice, The (1981)",Crime|Thriller,82934,11027,5,0,0,3,1,1,3.5,no tag,955943075,1326688307,0,0
3531,All the Vermeers in New York (1990),Comedy|Drama|Romance,99014,123757,1,0,0,0,0,1,5,no tag,954482325,954482325,0,0
3534,28 Days (2000),Drama,191754,10468,25,0,3,11,8,3,3.3,no tag,959624016,1494613189,0,0
3535,American Psycho (2000),Crime|Horror|Mystery|Thriller,144084,1359,59,2,4,9,22,22,3.79,no tag,963175989,1537157975,0,0
3536,Keeping the Faith (2000),Comedy|Drama|Romance,171433,4967,21,0,3,3,13,2,3.45,priest | rabbi,959624004,1447598587,1137181376,1137181376
3537,Where the Money Is (2000),Comedy|Drama,149367,31776,3,0,1,1,0,1,3.33,no tag,980051546,1519432525,0,0
3538,East is East (1999),Comedy,166175,10557,5,0,2,1,1,1,3.2,no tag,972621501,1172968543,0,0
3539,"Filth and the Fury, The (2000)",Documentary,236216,27745,2,0,0,1,1,0,3.25,no tag,963180386,1216146864,0,0
3543,Diner (1982),Comedy|Drama,83833,13776,14,0,0,6,4,4,3.75,no tag,955935140,1355184875,0,0
3544,Shakes the Clown (1992),Comedy,102898,26291,3,1,0,2,0,0,2.33,no tag,966596511,1039395636,0,0
3545,Cabaret (1972),Drama|Musical,68327,10784,5,0,1,2,2,0,3,no tag,971274910,1335214707,0,0
3546,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller,56687,10242,2,0,0,0,1,1,4.5,show business,980307165,994819424,1138032886,1138032886
3548,Auntie Mame (1958),Comedy|Drama,51383,16347,5,0,1,0,3,1,3.7,1920s,955944095,1087831518,1137205331,1137205331
3549,Guys and Dolls (1955),Comedy|Musical|Romance,48140,4825,8,0,0,2,3,3,3.94,Gambling,955935313,1520408756,1137191235,1137191235
3550,The Hunger (1983),Horror,85701,11654,6,0,1,1,3,1,3.67,no tag,965704999,1112717038,0,0
3551,Marathon Man (1976),Crime|Drama|Thriller,74860,10518,13,0,1,4,7,1,3.46,no tag,959895977,1494804750,0,0
3552,Caddyshack (1980),Comedy,80487,11977,52,1,5,8,22,16,3.83,golf,954964409,1533872607,1137374630,1137374630
3553,Gossip (2000),Drama|Thriller,176783,18041,5,0,3,2,0,0,2.4,no tag,1095119997,1493849267,0,0
3554,Love and Basketball (2000),Drama|Romance,199725,14736,3,0,0,2,1,0,3,no tag,1044311397,1275957681,0,0
3555,U-571 (2000),Action|Thriller|War,141926,3536,33,0,3,11,17,2,3.42,no tag,961437930,1493673804,0,0
3556,"Virgin Suicides, The (1999)",Drama|Romance,159097,1443,26,0,2,6,11,7,3.77,sofia coppola | 1970s | suicide,963175972,1498517289,1138032871,1163148016
3557,Jennifer 8 (1992),Mystery|Thriller,104549,10424,5,0,1,3,1,0,2.9,no tag,955935615,1075764884,0,0
3559,Limelight (1952),Comedy|Drama|Romance,44837,28971,3,0,0,1,2,0,3.67,In Netflix queue,963176251,1218036938,1137202015,1137202015
3563,"Crow: Salvation, The (2000)",Action|Horror,132910,9456,3,0,1,2,0,0,2.5,no tag,1112717458,1509047981,0,0
3564,"Flintstones in Viva Rock Vegas, The (2000)",Children|Comedy,158622,889,12,5,6,1,0,0,1.62,no tag,965671775,1515161682,0,0
3565,Where the Heart Is (2000),Comedy|Drama,198021,10564,7,0,0,2,5,0,3.5,no tag,959624075,1435525602,0,0
3566,"Big Kahuna, The (2000)",Comedy|Drama,189584,15723,8,2,0,3,2,1,2.88,business | religion,963175947,1498515749,1137205342,1137205342
3567,Bossa Nova (2000),Comedy|Drama|Romance,180837,19600,1,0,0,0,0,1,5,no tag,965671669,965671669,0,0
3568,Smiling Fish and Goat on Fire (1999),Comedy|Romance,162348,125537,1,0,0,0,1,0,4,no tag,974704776,974704776,0,0
3569,"Idiots, The (Idioterne) (1998)",Comedy|Drama,154421,452,2,0,0,0,1,1,4,no tag,1171362227,1453710563,0,0
3571,Time Code (2000),Comedy|Drama,220100,36234,2,0,1,0,1,0,3,no tag,963175947,1498511343,0,0
3572,Carnosaur (1993),Horror|Sci-Fi,106521,39283,4,1,2,1,0,0,2,no tag,971114584,1163256210,0,0
3573,Carnosaur 2 (1995),Horror|Sci-Fi,112634,65460,2,1,1,0,0,0,1.5,no tag,978842188,992331145,0,0
3574,Carnosaur 3: Primal Species (1996),Horror|Sci-Fi,115834,55667,1,1,0,0,0,0,1,no tag,978842219,978842219,0,0
3576,"Hidden, The (1987)",Action|Horror|Sci-Fi,93185,12476,4,0,0,2,2,0,3.5,no tag,963176318,1112717032,0,0
3577,Two Moon Junction (1988),Drama|Romance,96324,5241,2,1,0,1,0,0,2,no tag,963176292,978823714,0,0
3578,Gladiator (2000),Action|Adventure|Drama,172495,98,170,5,9,18,72,66,3.94,ancient Rome | Epic | history | imdb top 250 | revenge | Rome | Russell Crowe | Romans,959638011,1537157651,1173212944,1528152504
3580,Up at the Villa (2000),Drama,153464,47724,2,0,0,1,1,0,3.5,no tag,963176016,965671669,0,0
3581,Human Traffic (1999),Comedy,188674,11129,2,0,0,1,1,0,3.5,no tag,978449719,1171309962,0,0
3584,Breathless (1983),Action|Drama|Romance|Thriller,85276,1058,4,1,2,1,0,0,2,no tag,963176277,978823250,0,0
3586,The Idolmaker (1980),Drama|Romance,80913,42159,1,0,0,0,1,0,4,no tag,963176277,963176277,0,0
3587,Inferno (1980),Horror,80923,16395,2,0,1,0,1,0,2.5,no tag,1155110941,1171822350,0,0
3590,"Lords of Flatbush, The (1974)",Comedy|Drama,71772,38925,1,0,1,0,0,0,2,no tag,967920215,967920215,0,0
3591,Mr. Mom (1983),Comedy|Drama,85970,13105,15,1,4,8,1,1,2.73,no tag,961437569,1498517979,0,0
3592,"Time Masters (Ma?tres du temps, Les) (1982)",Animation|Sci-Fi,84315,22501,1,0,0,0,0,1,4.5,no tag,1448214503,1448214503,0,0
3593,Battlefield Earth (2000),Action|Sci-Fi,185183,5491,19,10,6,1,1,1,1.66,no tag,965315448,1449592372,0,0
3594,Center Stage (2000),Drama|Musical,210616,10560,6,1,1,1,1,2,3.25,no tag,961437914,1234188487,0,0
3596,Screwed (2000),Comedy,156323,19419,1,1,0,0,0,0,1,no tag,1044272089,1044272089,0,0
3597,Whipped (2000),Comedy,174336,23531,2,1,0,1,0,0,2,no tag,1021302537,1042822248,0,0
3598,Hamlet (2000),Crime|Drama|Romance|Thriller,171359,10688,3,0,0,2,1,0,3,no tag,1044311426,1498518041,0,0
3599,Anchors Aweigh (1945),Comedy|Musical,37514,17889,5,1,0,0,4,0,3.2,no tag,961681635,1520408480,0,0
3604,Gypsy (1962),Musical,56048,39391,1,1,0,0,0,0,0.5,no tag,1520408880,1520408880,0,0
3606,On the Town (1949),Comedy|Musical|Romance,41716,31516,4,0,0,1,2,1,3.75,no tag,961436932,1520408805,0,0
3608,Pee-wee's Big Adventure (1985),Adventure|Comedy,89791,5683,25,5,3,6,10,1,2.94,Pee Wee Herman,961437437,1435535381,1138032732,1138032732
3609,Regret to Inform (1998),Documentary,181786,113279,1,0,0,0,1,0,3.5,no tag,1238350465,1238350465,0,0
